,Unnamed: 0.1,City,State,Zip3,County,2005,2006,2007,2008    ,2009,2010,2011,2012,2013,2014
28,32.0,MANCHESTER,NH,33,Hillsborough County,3.6     ,3.6     ,3.5,3.9,6.5,6.1,5.6,5.8,5.3,4.5
29,33.0,MANCHESTER,NH,34,Hillsborough County,3.6     ,3.6     ,3.5,3.9,6.5,6.1,5.6,5.8,5.3,4.5
30,34.0,WHITE RIVER JUNCTION,VT,35,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
31,35.0,WHITE RIVER JUNCTION,VT,36,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
32,36.0,WHITE RIVER JUNCTION,VT,37,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
33,44.0,PORTSMOUTH,NH,38,Rockingham County,4.1     ,3.8     ,3.8,4.2,6.6,6.0,5.6,5.8,5.5,4.7
34,45.0,PORTSMOUTH,NH,39,Rockingham County,4.1     ,3.8     ,3.8,4.2,6.6,6.0,5.6,5.8,5.5,4.7
35,46.0,SCARBOROUGH,ME,40,Cumberland County,3.6     ,3.4     ,3.4,4.2,6.5,6.6,6.3,6.0,5.3,4.4
36,47.0,SCARBOROUGH,ME,41,Cumberland County,3.6     ,3.4     ,3.4,4.2,6.5,6.6,6.3,6.0,5.3,4.4
37,48.0,SCARBOROUGH,ME,42,Cumberland County,3.6     ,3.4     ,3.4,4.2,6.5,6.6,6.3,6.0,5.3,4.4
38,49.0,SCARBOROUGH,ME,43,Cumberland County,3.6     ,3.4     ,3.4,4.2,6.5,6.6,6.3,6.0,5.3,4.4
39,52.0,HAMPDEN,ME,44,Penobscot County,5.1     ,5.0     ,5.1,5.8,8.2,8.6,8.4,7.8,6.9,6.2
40,50.0,SCARBOROUGH,ME,45,Cumberland County,3.6     ,3.4     ,3.4,4.2,6.5,6.6,6.3,6.0,5.3,4.4
41,53.0,HAMPDEN,ME,46,Penobscot County,5.1     ,5.0     ,5.1,5.8,8.2,8.6,8.4,7.8,6.9,6.2
42,54.0,HAMPDEN,ME,47,Penobscot County,5.1     ,5.0     ,5.1,5.8,8.2,8.6,8.4,7.8,6.9,6.2
43,51.0,SCARBOROUGH,ME,48,Cumberland County,3.6     ,3.4     ,3.4,4.2,6.5,6.6,6.3,6.0,5.3,4.4
44,55.0,HAMPDEN,ME,49,Penobscot County,5.1     ,5.0     ,5.1,5.8,8.2,8.6,8.4,7.8,6.9,6.2
45,37.0,WHITE RIVER JUNCTION,VT,50,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
46,38.0,WHITE RIVER JUNCTION,VT,51,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
47,39.0,WHITE RIVER JUNCTION,VT,52,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
48,40.0,WHITE RIVER JUNCTION,VT,53,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
49,56.0,ESSEX JUNCTION,VT,54,Chittenden County,3.1     ,3.2     ,3.4,4.0,5.6,4.8,4.1,3.7,3.4,3.1
50,18.0,NORTH READING,MA,55,Middlesex County,4.1     ,4.1     ,3.8,4.5,6.9,6.9,5.9,5.4,5.5,4.6
51,57.0,ESSEX JUNCTION,VT,56,Chittenden County,3.1     ,3.2     ,3.4,4.0,5.6,4.8,4.1,3.7,3.4,3.1
52,41.0,WHITE RIVER JUNCTION,VT,57,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
53,42.0,WHITE RIVER JUNCTION,VT,58,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
54,43.0,WHITE RIVER JUNCTION,VT,59,Windsor County,3.0     ,3.0     ,3.4,3.8,5.8,6.1,5.4,4.6,4.1,3.7
55,58.0,HARTFORD,CT,60,Hartford County,5.3     ,4.7     ,4.9,6.0,8.3,9.5,9.2,8.7,8.0,6.9
56,59.0,HARTFORD,CT,61,Hartford County,5.3     ,4.7     ,4.9,6.0,8.3,9.5,9.2,8.7,8.0,6.9
57,60.0,HARTFORD,CT,62,Hartford County,5.3     ,4.7     ,4.9,6.0,8.3,9.5,9.2,8.7,8.0,6.9
58,61.0,WALLINGFORD,CT,63,New Haven County,5.3     ,4.8     ,4.9,6.2,8.6,10.0,9.7,9.1,8.4,7.2
59,62.0,WALLINGFORD,CT,64,New Haven County,5.3     ,4.8     ,4.9,6.2,8.6,10.0,9.7,9.1,8.4,7.2
60,63.0,WALLINGFORD,CT,65,New Haven County,5.3     ,4.8     ,4.9,6.2,8.6,10.0,9.7,9.1,8.4,7.2
61,64.0,WALLINGFORD,CT,66,New Haven County,5.3     ,4.8     ,4.9,6.2,8.6,10.0,9.7,9.1,8.4,7.2
62,65.0,WATERBURY,CT,67,New Haven County,5.3     ,4.8     ,4.9,6.2,8.6,10.0,9.7,9.1,8.4,7.2
63,66.0,STAMFORD,CT,68,Fairfield County,4.4     ,3.8     ,3.9,5.2,7.5,8.4,8.2,7.8,7.2,6.2
64,67.0,STAMFORD,CT,69,Fairfield County,4.4     ,3.8     ,3.9,5.2,7.5,8.4,8.2,7.8,7.2,6.2
65,68.0,KEARNY,NJ,70,Hudson County,5.5     ,5.6     ,5.0,6.2,10.5,9.6,9.2,9.1,8.0,6.5
66,69.0,KEARNY,NJ,71,Hudson County,5.5     ,5.6     ,5.0,6.2,10.5,9.6,9.2,9.1,8.0,6.5
67,70.0,KEARNY,NJ,72,Hudson County,5.5     ,5.6     ,5.0,6.2,10.5,9.6,9.2,9.1,8.0,6.5
68,71.0,KEARNY,NJ,73,Hudson County,5.5     ,5.6     ,5.0,6.2,10.5,9.6,9.2,9.1,8.0,6.5
69,72.0,TETERBORO,NJ,74,Bergen County,3.7     ,3.9     ,3.4,4.4,7.8,8.0,7.7,7.7,6.7,5.4
70,73.0,TETERBORO,NJ,75,Bergen County,3.7     ,3.9     ,3.4,4.4,7.8,8.0,7.7,7.7,6.7,5.4
71,74.0,TETERBORO,NJ,76,Bergen County,3.7     ,3.9     ,3.4,4.4,7.8,8.0,7.7,7.7,6.7,5.4
72,75.0,EATONTOWN,NJ,77,Monmouth County,4.1     ,4.2     ,3.7,4.8,8.3,8.7,8.5,8.7,7.4,6.0
73,76.0,WHIPPANY,NJ,78,Morris County,3.3     ,3.4     ,3.0,3.9,7.1,7.4,7.0,7.0,6.1,4.9
74,77.0,WHIPPANY,NJ,79,Morris County,3.3     ,3.4     ,3.0,3.9,7.1,7.4,7.0,7.0,6.1,4.9
75,78.0,BELLMAWR,NJ,80,Camden County,4.8     ,5.3     ,4.8,5.9,9.9,11.0,10.8,10.6,9.2,7.5
76,79.0,BELLMAWR,NJ,81,Camden County,4.8     ,5.3     ,4.8,5.9,9.9,11.0,10.8,10.6,9.2,7.5
77,80.0,BELLMAWR,NJ,82,Camden County,4.8     ,5.3     ,4.8,5.9,9.9,11.0,10.8,10.6,9.2,7.5
78,81.0,BELLMAWR,NJ,83,Camden County,4.8     ,5.3     ,4.8,5.9,9.9,11.0,10.8,10.6,9.2,7.5
79,82.0,BELLMAWR,NJ,84,Camden County,4.8     ,5.3     ,4.8,5.9,9.9,11.0,10.8,10.6,9.2,7.5
80,83.0,TRENTON,NJ,85,Mercer County,3.9     ,4.3     ,3.8,4.7,7.6,8.4,8.2,8.2,7.1,5.7
81,84.0,TRENTON,NJ,86,Mercer County,3.9     ,4.3     ,3.8,4.7,7.6,8.4,8.2,8.2,7.1,5.7
82,85.0,TRENTON,NJ,87,Mercer County,3.9     ,4.3     ,3.8,4.7,7.6,8.4,8.2,8.2,7.1,5.7
83,86.0,EDISON,NJ,88,Middlesex County,4.2     ,4.4     ,3.9,4.9,8.5,8.9,8.7,8.6,7.4,6.0
84,87.0,EDISON,NJ,89,Middlesex County,4.2     ,4.4     ,3.9,4.9,8.5,8.9,8.7,8.6,7.4,6.0
85,88.0,NEW YORK,NY,100,New York County,5.1     ,4.3     ,4.3,4.9,8.4,8.6,7.8,8.0,7.4,6.1
86,89.0,NEW YORK,NY,101,New York County,5.1     ,4.3     ,4.3,4.9,8.4,8.6,7.8,8.0,7.4,6.1
87,90.0,NEW YORK,NY,102,New York County,5.1     ,4.3     ,4.3,4.9,8.4,8.6,7.8,8.0,7.4,6.1
88,91.0,STATEN ISLAND,NY,103,Richmond County,5.3     ,4.5     ,4.6,5.1,8.2,9.4,9.1,9.3,8.7,7.2
89,92.0,BRONX,NY,104,Bronx County,7.6     ,6.7     ,6.8,7.6,12.0,12.0,12.0,12.5,11.7,9.8
90,93.0,WHITE PLAINS,NY,105,Westchester County,4.0     ,3.8     ,3.7,4.8,7.1,7.4,7.1,7.3,6.3,5.1
91,94.0,WHITE PLAINS,NY,106,Westchester County,4.0     ,3.8     ,3.7,4.8,7.1,7.4,7.1,7.3,6.3,5.1
92,95.0,WHITE PLAINS,NY,107,Westchester County,4.0     ,3.8     ,3.7,4.8,7.1,7.4,7.1,7.3,6.3,5.1
93,96.0,WHITE PLAINS,NY,108,Westchester County,4.0     ,3.8     ,3.7,4.8,7.1,7.4,7.1,7.3,6.3,5.1
94,97.0,WHITE PLAINS,NY,109,Westchester County,4.0     ,3.8     ,3.7,4.8,7.1,7.4,7.1,7.3,6.3,5.1
95,98.0,FLUSHING,NY,110,Queens County,5.2     ,4.5     ,4.5,5.0,8.4,8.6,8.1,8.3,7.7,6.4
96,99.0,FLUSHING,NY,111,Queens County,5.2     ,4.5     ,4.5,5.0,8.4,8.6,8.1,8.3,7.7,6.4
97,102.0,BROOKLYN,NY,112,Kings County,6.2     ,5.4     ,5.4,6.0,9.9,9.9,9.6,9.8,9.4,7.7
98,100.0,FLUSHING,NY,113,Queens County,5.2     ,4.5     ,4.5,5.0,8.4,8.6,8.1,8.3,7.7,6.4
99,101.0,FLUSHING,NY,114,Queens County,5.2     ,4.5     ,4.5,5.0,8.4,8.6,8.1,8.3,7.7,6.4
100,104.0,GARDEN CITY,NY,115,Nassau County,4.0     ,3.7     ,3.7,4.7,6.9,7.1,6.8,7.0,5.9,4.8
101,103.0,BROOKLYN,NY,116,Kings County,6.2     ,5.4     ,5.4,6.0,9.9,9.9,9.6,9.8,9.4,7.7
102,1.0,MELVILLE,NY,117,Nassau County,4.0     ,3.7     ,3.7,4.7,6.9,7.1,6.8,7.0,5.9,4.8
103,2.0,MELVILLE,NY,118,Nassau County,4.0     ,3.7     ,3.7,4.7,6.9,7.1,6.8,7.0,5.9,4.8
104,3.0,MELVILLE,NY,119,Nassau County,4.0     ,3.7     ,3.7,4.7,6.9,7.1,6.8,7.0,5.9,4.8
105,105.0,ALBANY,NY,120,Albany County,3.9     ,3.8     ,3.9,4.9,6.8,7.0,6.9,7.1,6.1,4.9
106,106.0,ALBANY,NY,121,Albany County,3.9     ,3.8     ,3.9,4.9,6.8,7.0,6.9,7.1,6.1,4.9
107,107.0,ALBANY,NY,122,Albany County,3.9     ,3.8     ,3.9,4.9,6.8,7.0,6.9,7.1,6.1,4.9
108,108.0,ALBANY,NY,123,Albany County,3.9     ,3.8     ,3.9,4.9,6.8,7.0,6.9,7.1,6.1,4.9
109,109.0,NEWBURGH,NY,124,Orange County,4.2     ,4.2     ,4.3,5.4,7.8,8.0,7.7,7.9,6.8,5.5
110,110.0,NEWBURGH,NY,125,Orange County,4.2     ,4.2     ,4.3,5.4,7.8,8.0,7.7,7.9,6.8,5.5
111,111.0,NEWBURGH,NY,126,Orange County,4.2     ,4.2     ,4.3,5.4,7.8,8.0,7.7,7.9,6.8,5.5
112,112.0,NEWBURGH,NY,127,Orange County,4.2     ,4.2     ,4.3,5.4,7.8,8.0,7.7,7.9,6.8,5.5
113,113.0,GLENS FALLS,NY,128,Warren County,4.6     ,4.5     ,4.5,5.6,7.9,9.0,8.9,9.1,8.1,6.5
114,114.0,PLATTSBURGH,NY,129,Clinton County,5.3     ,5.3     ,5.6,6.5,9.3,9.8,9.6,9.5,8.4,6.7
115,115.0,SYRACUSE,NY,130,Onondaga County,4.5     ,4.3     ,4.1,5.2,7.6,8.0,7.7,7.9,6.8,5.6
116,116.0,SYRACUSE,NY,131,Onondaga County,4.5     ,4.3     ,4.1,5.2,7.6,8.0,7.7,7.9,6.8,5.6
117,117.0,SYRACUSE,NY,132,Onondaga County,4.5     ,4.3     ,4.1,5.2,7.6,8.0,7.7,7.9,6.8,5.6
118,118.0,UTICA,NY,133,Oneida County,4.8     ,4.3     ,4.3,5.4,7.4,7.6,8.0,8.2,7.5,6.1
119,119.0,UTICA,NY,134,Oneida County,4.8     ,4.3     ,4.3,5.4,7.4,7.6,8.0,8.2,7.5,6.1
120,120.0,UTICA,NY,135,Oneida County,4.8     ,4.3     ,4.3,5.4,7.4,7.6,8.0,8.2,7.5,6.1
121,121.0,WATERTOWN,NY,136,Jefferson County,6.1     ,5.4     ,5.5,6.8,8.8,9.3,9.8,9.9,9.3,7.6
122,122.0,BINGHAMTON,NY,137,Broome County,4.9     ,4.6     ,4.4,5.6,8.2,8.7,8.6,8.7,7.8,6.6
123,123.0,BINGHAMTON,NY,138,Broome County,4.9     ,4.6     ,4.4,5.6,8.2,8.7,8.6,8.7,7.8,6.6
124,124.0,BINGHAMTON,NY,139,Broome County,4.9     ,4.6     ,4.4,5.6,8.2,8.7,8.6,8.7,7.8,6.6
125,125.0,BUFFALO,NY,140,Erie County,5.2     ,4.9     ,4.7,5.7,8.1,8.3,8.0,8.3,7.4,6.1
126,126.0,BUFFALO,NY,141,Erie County,5.2     ,4.9     ,4.7,5.7,8.1,8.3,8.0,8.3,7.4,6.1
127,127.0,BUFFALO,NY,142,Erie County,5.2     ,4.9     ,4.7,5.7,8.1,8.3,8.0,8.3,7.4,6.1
128,128.0,BUFFALO,NY,143,Erie County,5.2     ,4.9     ,4.7,5.7,8.1,8.3,8.0,8.3,7.4,6.1
129,129.0,ROCHESTER,NY,144,Monroe County,4.5     ,4.3     ,4.4,5.5,7.8,8.0,7.7,7.9,6.9,5.8
130,130.0,ROCHESTER,NY,145,Monroe County,4.5     ,4.3     ,4.4,5.5,7.8,8.0,7.7,7.9,6.9,5.8
131,131.0,ROCHESTER,NY,146,Monroe County,4.5     ,4.3     ,4.4,5.5,7.8,8.0,7.7,7.9,6.9,5.8
132,132.0,JAMESTOWN,NY,147,Chautauqua County,4.8     ,4.5     ,4.5,5.5,8.3,8.9,8.2,8.5,8.0,6.8
133,133.0,ELMIRA,NY,148,Chemung County,5.3     ,4.8     ,4.6,5.6,8.9,8.4,7.8,8.4,7.9,6.3
134,134.0,ELMIRA,NY,149,Chemung County,5.3     ,4.8     ,4.6,5.6,8.9,8.4,7.8,8.4,7.9,6.3
135,135.0,PITTSBURGH,PA,150,Allegheny County,5.0     ,4.5     ,4.1,4.8,6.8,7.6,7.1,7.0,6.6,5.3
136,136.0,PITTSBURGH,PA,151,Allegheny County,5.0     ,4.5     ,4.1,4.8,6.8,7.6,7.1,7.0,6.6,5.3
137,137.0,PITTSBURGH,PA,152,Allegheny County,5.0     ,4.5     ,4.1,4.8,6.8,7.6,7.1,7.0,6.6,5.3
138,138.0,PITTSBURGH,PA,153,Allegheny County,5.0     ,4.5     ,4.1,4.8,6.8,7.6,7.1,7.0,6.6,5.3
139,139.0,PITTSBURGH,PA,154,Allegheny County,5.0     ,4.5     ,4.1,4.8,6.8,7.6,7.1,7.0,6.6,5.3
140,140.0,DU BOIS,PA,155,Clearfield County,5.8     ,5.4     ,5.5,6.7,10.0,10.4,9.3,9.3,9.0,7.1
141,144.0,YOUNGWOOD,PA,156,Westmoreland County,5.3     ,5.0     ,4.6,5.3,7.8,8.2,7.5,7.4,7.0,5.7
142,141.0,DU BOIS,PA,157,Clearfield County,5.8     ,5.4     ,5.5,6.7,10.0,10.4,9.3,9.3,9.0,7.1
143,142.0,DU BOIS,PA,158,Clearfield County,5.8     ,5.4     ,5.5,6.7,10.0,10.4,9.3,9.3,9.0,7.1
144,143.0,DU BOIS,PA,159,Clearfield County,5.8     ,5.4     ,5.5,6.7,10.0,10.4,9.3,9.3,9.0,7.1
145,145.0,NEW CASTLE,PA,160,Lawrence County,5.9     ,5.4     ,5.2,6.2,9.3,9.2,8.4,7.9,7.6,6.2
146,146.0,NEW CASTLE,PA,161,Lawrence County,5.9     ,5.4     ,5.2,6.2,9.3,9.2,8.4,7.9,7.6,6.2
147,147.0,NEW CASTLE,PA,162,Lawrence County,5.9     ,5.4     ,5.2,6.2,9.3,9.2,8.4,7.9,7.6,6.2
148,148.0,OIL CITY,PA,163,Venango County,5.4     ,5.2     ,4.9,5.7,8.7,8.5,7.4,7.7,7.8,5.9
149,149.0,OIL CITY,PA,164,Venango County,5.4     ,5.2     ,4.9,5.7,8.7,8.5,7.4,7.7,7.8,5.9
150,150.0,OIL CITY,PA,165,Venango County,5.4     ,5.2     ,4.9,5.7,8.7,8.5,7.4,7.7,7.8,5.9
151,152.0,DUNCANSVILLE,PA,166,Blair County,5.2     ,4.5     ,4.2,5.2,7.1,8.0,7.3,7.4,7.0,5.6
152,151.0,OIL CITY,PA,167,Venango County,5.4     ,5.2     ,4.9,5.7,8.7,8.5,7.4,7.7,7.8,5.9
153,153.0,DUNCANSVILLE,PA,168,Blair County,5.2     ,4.5     ,4.2,5.2,7.1,8.0,7.3,7.4,7.0,5.6
154,154.0,WILLIAMSPORT,PA,169,Lycoming County,5.4     ,5.2     ,4.9,5.9,8.8,8.9,7.7,7.9,7.9,6.1
155,156.0,HARRISBURG,PA,170,Dauphin County,4.3     ,4.0     ,3.9,4.7,7.5,8.0,7.6,7.4,6.9,5.3
156,157.0,HARRISBURG,PA,171,Dauphin County,4.3     ,4.0     ,3.9,4.7,7.5,8.0,7.6,7.4,6.9,5.3
157,158.0,HARRISBURG,PA,172,Dauphin County,4.3     ,4.0     ,3.9,4.7,7.5,8.0,7.6,7.4,6.9,5.3
158,160.0,LANCASTER,PA,173,Lancaster County,3.7     ,3.5     ,3.4,4.3,7.2,7.5,6.9,6.5,6.1,4.6
159,161.0,LANCASTER,PA,174,Lancaster County,3.7     ,3.5     ,3.4,4.3,7.2,7.5,6.9,6.5,6.1,4.6
160,162.0,LANCASTER,PA,175,Lancaster County,3.7     ,3.5     ,3.4,4.3,7.2,7.5,6.9,6.5,6.1,4.6
161,163.0,LANCASTER,PA,176,Lancaster County,3.7     ,3.5     ,3.4,4.3,7.2,7.5,6.9,6.5,6.1,4.6
162,155.0,WILLIAMSPORT,PA,177,Lycoming County,5.4     ,5.2     ,4.9,5.9,8.8,8.9,7.7,7.9,7.9,6.1
163,159.0,HARRISBURG,PA,178,Dauphin County,4.3     ,4.0     ,3.9,4.7,7.5,8.0,7.6,7.4,6.9,5.3
164,164.0,READING,PA,179,Berks County,4.9     ,4.4     ,4.2,5.3,8.7,8.7,7.9,7.7,7.2,5.5
165,167.0,LEHIGH VALLEY,PA,180,Lehigh County,4.9     ,4.6     ,4.4,5.6,8.7,9.2,8.7,8.5,7.9,6.0
166,168.0,LEHIGH VALLEY,PA,181,Lehigh County,4.9     ,4.6     ,4.4,5.6,8.7,9.2,8.7,8.5,7.9,6.0
167,170.0,WILKES BARRE,PA,182,Luzerne County,5.8     ,5.4     ,5.0,6.2,9.0,10.0,9.6,9.8,9.4,7.3
168,169.0,LEHIGH VALLEY,PA,183,Lehigh County,4.9     ,4.6     ,4.4,5.6,8.7,9.2,8.7,8.5,7.9,6.0
169,173.0,SCRANTON,PA,184,Lackawanna County,5.3     ,4.9     ,4.8,5.8,8.2,9.0,8.9,8.9,8.4,6.6
170,174.0,SCRANTON,PA,185,Lackawanna County,5.3     ,4.9     ,4.8,5.8,8.2,9.0,8.9,8.9,8.4,6.6
171,171.0,WILKES BARRE,PA,186,Luzerne County,5.8     ,5.4     ,5.0,6.2,9.0,10.0,9.6,9.8,9.4,7.3
172,172.0,WILKES BARRE,PA,187,Luzerne County,5.8     ,5.4     ,5.0,6.2,9.0,10.0,9.6,9.8,9.4,7.3
173,175.0,SCRANTON,PA,188,Lackawanna County,5.3     ,4.9     ,4.8,5.8,8.2,9.0,8.9,8.9,8.4,6.6
174,176.0,SOUTHEASTERN,PA,189,Montgomery County,3.9     ,3.6     ,3.5,4.3,6.8,6.9,6.5,6.4,5.9,4.6
175,179.0,PHILADELPHIA,PA,190,Philadelphia County,,,,,,,,,,
176,180.0,PHILADELPHIA,PA,191,Philadelphia County,,,,,,,,,,
177,181.0,PHILADELPHIA,PA,192,Philadelphia County,,,,,,,,,,
178,177.0,SOUTHEASTERN,PA,193,Montgomery County,3.9     ,3.6     ,3.5,4.3,6.8,6.9,6.5,6.4,5.9,4.6
179,178.0,SOUTHEASTERN,PA,194,Montgomery County,3.9     ,3.6     ,3.5,4.3,6.8,6.9,6.5,6.4,5.9,4.6
180,165.0,READING,PA,195,Berks County,4.9     ,4.4     ,4.2,5.3,8.7,8.7,7.9,7.7,7.2,5.5
181,166.0,READING,PA,196,Berks County,4.9     ,4.4     ,4.2,5.3,8.7,8.7,7.9,7.7,7.2,5.5
182,182.0,WILMINGTON,DE,197,New Castle County,4.4     ,3.8     ,3.5,4.9,8.3,8.3,7.3,7.0,6.5,5.5
183,183.0,WILMINGTON,DE,198,New Castle County,4.4     ,3.8     ,3.5,4.9,8.3,8.3,7.3,7.0,6.5,5.5
184,184.0,WILMINGTON,DE,199,New Castle County,4.4     ,3.8     ,3.5,4.9,8.3,8.3,7.3,7.0,6.5,5.5
185,185.0,WASHINGTON,DC,200,Washington County,,,,,,,,,,
186,190.0,DULLES,VA,201,Loudoun County,2.4     ,2.2     ,2.1,2.8,4.7,5.1,4.7,4.4,4.4,4.2
187,186.0,WASHINGTON,DC,202,Washington County,,,,,,,,,,
188,187.0,WASHINGTON,DC,203,Washington County,,,,,,,,,,
189,188.0,WASHINGTON,DC,204,Washington County,,,,,,,,,,
190,189.0,WASHINGTON,DC,205,Washington County,,,,,,,,,,
191,191.0,CAPITOL HEIGHTS,MD,206,Prince George's County,4.5     ,4.2     ,3.6,4.3,6.9,7.5,7.3,7.1,6.7,5.9
192,192.0,CAPITOL HEIGHTS,MD,207,Prince George's County,4.5     ,4.2     ,3.6,4.3,6.9,7.5,7.3,7.1,6.7,5.9
193,193.0,GAITHERSBURG,MD,208,Montgomery County,3.1     ,2.9     ,2.6,3.2,5.3,5.6,5.2,5.2,5.0,4.4
194,194.0,GAITHERSBURG,MD,209,Montgomery County,3.1     ,2.9     ,2.6,3.2,5.3,5.6,5.2,5.2,5.0,4.4
195,195.0,LINTHICUM HEIGHTS,MD,210,Anne Arundel County,3.5     ,3.3     ,3.0,3.7,6.4,6.9,6.3,6.1,5.8,5.2
196,196.0,LINTHICUM HEIGHTS,MD,211,Anne Arundel County,3.5     ,3.3     ,3.0,3.7,6.4,6.9,6.3,6.1,5.8,5.2
197,198.0,BALTIMORE,MD,212,Baltimore County,4.3     ,3.9     ,3.5,4.4,7.4,8.3,7.7,7.4,7.0,6.2
198,197.0,LINTHICUM HEIGHTS,MD,214,Anne Arundel County,3.5     ,3.3     ,3.0,3.7,6.4,6.9,6.3,6.1,5.8,5.2
199,200.0,CUMBERLAND,MD,215,Allegany County,6.1     ,5.6     ,5.1,5.7,8.5,9.3,8.8,8.6,8.2,7.3
200,202.0,EASTON,MD,216,Talbot County,3.9     ,3.6     ,3.4,4.2,7.2,8.0,7.5,7.3,6.6,5.6
201,204.0,FREDERICK,MD,217,Frederick County,3.1     ,3.1     ,2.9,3.6,6.3,6.9,6.5,6.1,5.8,5.1
